age,salary_income,business_receipts,interest_from_deposit,dividend_income,mutual_fund_investments,sale_of_property,purchase_of_property,annual_credit_card_payments,annual_emi_payments,total_outflow_ratio,liquidity_ratio,will_fall_in_debt
42,1811540.3815900024,139329.00646853974,16134.631801162292,13418.924835057589,15522.192539330103,0.0,0.0,61978.45564689187,500307.91526949516,0.28392222403827316,0.02276065652321599,1
43,24307.793109476694,0.0,5719.7406333758045,24718.87251776594,115231.54265318571,0.0,0.0,8437.784768567599,10429.288291526387,0.34462040028489305,2.6607681670047016,0
22,2653863.486193892,595851.3505489102,31672.491314624112,77704.60721237192,418947.79317377467,0.0,0.0,127370.33720706191,1009546.6410417673,0.3384595187324025,0.15728201091237037,0
47,1010760.3153105491,0.0,131373.4780712142,10642.030564456254,527541.0569444014,0.0,0.0,19994.503614914753,131975.3004376211,0.13182933669008745,0.5808206338569732,0
62,2004996.0022836018,0.0,91833.43995881148,29504.57542684591,54995.855759261685,0.0,13700357.93945224,418408.7689688966,584277.8580882236,0.47155627816175255,0.08292854591568737,1
22,1979924.6384255954,0.0,126622.68923437345,32859.912659922295,853003.2750059091,0.0,0.0,559878.2299316417,616378.586217402,0.5498047516041942,0.4732551075660132,1
46,252646.9763490927,3571490.2233331134,63818.18000574406,139946.40800011877,16565.828814329554,0.0,0.0,682067.8556105966,607777.0836024772,0.32022742533799275,0.05470102642339524,1
37,140072.67420276266,0.0,140529.7306917114,18085.98675284504,170512.5170235165,22920052.19149963,0.0,88859.69620751726,116267.2587162318,0.6867567468413978,1.1019080143853746,1
60,1533088.3986012393,0.0,65547.72736480462,992.1066109191404,30758.503815995038,0.0,0.0,266820.5549468632,671999.8967932906,0.5868987841812177,0.0608255562040296,1
53,204130.48841761673,0.0,8775.501998636733,59164.61350790811,30841.717835213585,0.0,0.0,20190.355979066626,50610.846605959865,0.2602300334317944,0.3630729260863743,0
29,2276044.017267229,0.0,8322.75940535007,70486.6460106804,735668.9643507068,0.0,0.0,352469.97566789173,107690.61281647762,0.19540935696569953,0.3458720683203307,0
63,1554382.7505179294,727548.5730766428,178083.56672587895,60706.61040832617,702912.9067764805,0.0,0.0,75309.71890832618,811121.7430665414,0.3516576940613604,0.37358459078237516,1
59,2212866.681011628,0.0,99323.74754682688,60321.955689672126,286554.96544155356,0.0,0.0,419057.3033284089,849280.2926157766,0.534596603064532,0.18807087523321098,1
49,426318.5759987188,1140600.8696285593,32729.23834548857,33007.61877722404,1016976.867619897,0.0,0.0,335785.88340290997,445921.348228388,0.4787944354976501,0.6631604335575655,0
62,456806.52138996957,0.0,141541.60636358496,941.8557062192731,202623.5849733393,0.0,0.0,98652.01140109946,154296.30921159673,0.42207930303305624,0.5758589008811746,0
46,1334845.4143359475,4565156.345127962,14587.620013198377,65451.47855543515,458157.6875413067,0.0,0.0,238539.35202334577,3386046.143540075,0.6061137332500083,0.08999883259797266,1
55,38341.193958059164,0.0,103632.3525364412,137851.6680722049,30699.324513244337,0.0,0.0,46870.618721366496,101943.82263664913,0.5318102222425665,0.972687085601864,0
45,1555730.1129614199,176358.80358719485,455504.27983166795,8562.336814006712,151064.39643350634,10454199.806813085,0.0,289396.02451743267,499357.2305682049,0.35915165570570834,0.28009433926118127,0
44,2167880.3838175586,0.0,16254.192546735321,3516.5235918265284,217138.78213173576,0.0,0.0,89656.06083289172,1094156.0252250682,0.5411336135584375,0.10829395509233367,1
33,643707.7272914278,563282.0000212135,15308.693360024201,15408.206147958255,451725.5722450264,0.0,0.0,70169.90100476047,166711.31886810344,0.1913870567973758,0.3897871042390591,0
27,1737185.1372932997,1716197.7734346776,63080.05808817776,94787.33069065846,122156.60647069955,0.0,0.0,52024.04193132091,379380.1984089099,0.11946115198328829,0.07754209608391929,0
56,230280.46565297726,0.0,102907.15108303164,5610.707293531569,1178694.960698404,0.0,0.0,61888.25308164635,46822.03718398458,0.32086926553652834,3.799337034576648,0
40,466790.5517915682,744261.7004068882,2690.505294001843,62792.85764550631,398215.3164491317,8059947.266612192,0.0,272417.91457632,435692.5475695174,0.55471222192033,0.3632474571350424,1
21,4393748.907443614,2313232.66090679,69248.92209857948,3250.7949098806853,228407.1913301679,0.0,0.0,635049.6606968507,1991407.5492482565,0.38741265179160783,0.044384939096083195,1
28,5150901.633380256,840590.8356451314,8683.359470869527,1666.93111508551,120485.97207227116,0.0,0.0,857277.8784815348,505022.5417909655,0.22698032052082576,0.021799344984398377,0
36,862416.6061726628,0.0,27618.01760020036,110959.03720154066,308207.46424534934,16482303.892826205,0.0,121238.90222672305,547045.6260317587,0.6676204722290424,0.4463405615092636,1
34,3266635.9969134815,0.0,124617.6377060788,73605.73684692732,335396.37011124945,0.0,0.0,738905.1821160024,511361.61553008034,0.3608418994145246,0.15400901838892955,0
32,887609.1974358708,651902.7208631587,134271.75632518774,45637.97980693578,341064.40681107447,0.0,0.0,483156.5129204782,170508.54920238338,0.3801654354374652,0.30299364824616376,0
43,413675.5374577171,0.0,130834.288680945,9436.819622858784,264711.2014615898,0.0,0.0,56816.77651014894,342030.4094334806,0.7200088112935794,0.7310840886572552,1
35,372566.62760362145,0.0,6736.526894598416,16345.310567676399,153489.88097492605,0.0,15290225.538681444,70491.2534995801,23513.102515248986,0.23759505399349512,0.4462832229731246,0
48,3182668.199575778,820317.0430056439,154535.15657324938,2491.2707613299267,508915.94834399916,0.0,0.0,134914.2757396855,656591.5501533491,0.19026524405009002,0.16008181429217258,0
54,227137.66450914042,0.0,56599.83718935636,51833.0066490456,89632.56472467672,0.0,0.0,77397.28351510678,107031.42887288975,0.5495958619853647,0.5902330908199384,1
22,1039951.021033908,0.0,64494.68666058483,57931.78220996673,294558.30500052654,0.0,0.0,60521.42020778998,109555.70072633582,0.1463181936101597,0.3587340762864183,0
52,973033.9460521258,0.0,54419.36503871618,19786.29159508482,191411.27443126767,0.0,0.0,148113.7788344585,140584.695738509,0.27567540241709837,0.2536350580600327,1
43,1614743.575814748,562548.7954954492,194506.71295606217,20655.93992222414,670023.2963744121,0.0,0.0,340096.78620669886,207371.12768642468,0.22883092034212982,0.36999047853051,0
42,829960.9689979447,2291328.5810562596,113934.16720998193,49574.64830442245,267885.72898780066,0.0,0.0,103057.64353180853,2062710.7777382315,0.6593305040093792,0.1313305613195433,1
45,381416.03864829446,4617620.558258748,69319.88652764811,145629.1169279381,580697.7892525651,0.0,0.0,167698.77697348778,2368161.4078054577,0.48635725005556757,0.15259854957295338,1
42,222723.2802353631,862886.0864247349,179749.80349022153,25102.33245375717,919308.3829214999,0.0,0.0,131388.24022499917,120820.06651076332,0.19544024427429788,0.8711299372101007,0
42,1163689.316562394,0.0,163662.1544102619,34020.471114598804,40754.20957570372,0.0,0.0,321192.7027587797,31193.484106947388,0.258846180918984,0.17514439117248315,0
62,1523241.2597143715,0.0,505.69285770602266,59912.12449901647,243034.06701151765,0.0,0.0,239881.13608739927,333919.2015774792,0.36232544216565443,0.19161427932783426,0
26,1011428.8610025307,0.0,65177.486957175934,20951.912047264086,646186.9133845764,0.0,0.0,167202.99220777318,191292.73303427038,0.3266299491106901,0.6672225720043267,0
35,1608902.9126456014,0.0,4316.4433376544175,101573.85096283014,616890.2854568303,0.0,0.0,94949.52882827354,505348.3925297719,0.35006994945890846,0.4214969801213233,0
63,183111.9552449791,0.0,36699.44092472928,93599.1136860466,65412.96856847336,0.0,0.0,61943.94164614392,48011.478999497944,0.3508340223249871,0.624455442843576,0
57,2569275.9810069306,698691.4990359627,162881.10836185652,56086.31596844521,196967.62933575115,0.0,0.0,811063.0714598481,552285.6449319826,0.3909876045275067,0.11928382541944675,1
53,1047864.584093743,2114037.4796848274,288333.88845704484,38493.161321608735,75731.74736803284,0.0,0.0,790658.3198952088,515096.23091246746,0.3742778914693077,0.11538834591484758,1
28,162769.15346471308,0.0,27715.984006253686,205283.19817137648,681377.300759609,0.0,20520538.15831377,90877.70229387519,107381.42755267149,0.5009461623012488,2.3103772844179145,0
64,743709.2434123482,701216.1296704039,2165.7999246277604,60596.97604186492,970.3705723520014,0.0,0.0,60030.13954330956,161395.68208348917,0.14686437304827113,0.04227207351000376,1
64,2235584.9246999007,533528.0687119713,51472.71310475623,51532.72226830028,73923.64407602855,0.0,0.0,233129.2614326584,1170249.0781046597,0.48862116438209113,0.06160227101835254,1
25,2734199.315948374,648361.6025132886,40814.6959077597,104704.59289926961,157799.02827329727,0.0,0.0,428566.6307861366,2037050.2157911991,0.6988549020633581,0.08597260075970425,1
59,368889.63538261916,0.0,112999.82638059456,40483.00200225338,74975.87571841147,0.0,0.0,29785.431004355803,322591.67898343096,0.6745693156917241,0.4373474533994165,1
24,1490698.5874079806,0.0,68331.10590965452,13914.552445416017,1090105.2452991165,0.0,0.0,287063.3128809262,679820.882529353,0.6146966641176592,0.7453221317220537,1
26,126412.94892897112,0.0,50890.62394157754,7411.7935203440775,83924.72439962407,0.0,0.0,28605.69200792077,61325.017563442845,0.4868583728041413,0.7699758534691382,0
52,40945.73139367578,0.0,26078.77847837291,31841.380980218735,134973.22512178705,0.0,0.0,18640.896817470923,34280.06476371206,0.535274864264322,1.9510412729435487,0
50,986265.2119320702,0.0,176305.77249345832,36247.803690945046,57374.174850912896,0.0,0.0,131831.74633903848,657196.6417952346,0.6581709744497591,0.2251612408395539,1
55,1424254.018111238,575485.4186033256,28553.675769426558,87924.23442984813,783833.2237523886,0.0,0.0,230263.0762502579,739240.5268242719,0.45813023239704626,0.42543395168302045,1
60,1906308.4749787778,0.0,5628.994534929771,7510.601944066102,158939.59747014203,0.0,25121465.25286185,75216.95521988935,472281.6617091518,0.285237376219224,0.08965030461498416,0
36,499011.7580023834,0.0,83151.42656681965,57164.30710090341,91081.67084173852,0.0,0.0,54754.86040232096,285401.7088841134,0.532052886299263,0.3619382016042899,1
33,7856.152793572407,0.0,38177.11592015305,18129.400645087364,84756.18752331723,0.0,0.0,12708.302755415674,12352.187006513568,0.39057133129009874,2.1984824979337443,0
62,783602.820621133,3483155.558427587,124630.68352855898,139868.86772655832,264288.65846228326,0.0,0.0,1457840.5818169005,1312246.586529841,0.6113283771583092,0.11669785767063712,1
50,19176.668402867967,0.0,8432.952374862669,31783.679442315664,1140216.3524274908,0.0,0.0,10118.019727015995,703.229976164022,0.18219340345940663,19.874516239291573,0
39,115792.61015249172,0.0,339048.19304762455,48695.75648720259,1096889.8564713737,0.0,0.0,117316.40245559032,30278.417491338532,0.2931158105436676,2.9484072785515982,0
37,474657.57550321426,2230431.2168895905,20684.954212833785,52506.564324641804,1199941.1331067337,0.0,0.0,261616.64053124352,427561.9439017978,0.24805932420222654,0.4582446876907196,0
39,689737.5501495762,0.0,44169.904591711675,4770.788405274902,146642.52156303392,0.0,0.0,133638.12166267203,87766.13705871788,0.2997299041168004,0.26477421204756185,1
48,393320.9413908571,6195149.425520825,65576.46174077554,95593.09320985663,737488.2271827223,0.0,0.0,205002.49729755873,482070.53735231824,0.10179401283769397,0.13314156894221907,0
46,1046341.8833497036,0.0,220834.37462286715,8970.475242200368,176306.8882097551,0.0,0.0,155747.83923059196,32165.56283535148,0.14725050805251735,0.31823254275723845,0
57,68328.68079667041,0.0,128208.16959872705,25326.669675440604,214352.3167681344,0.0,0.0,17394.032181591756,29996.50002766755,0.21360122021370612,1.658161277543796,0
46,187394.8366243144,0.0,15645.32040795967,55823.085286887144,220128.25379144834,4961675.058956375,16861954.641429164,22892.57051568273,24185.669069536492,0.1818645911209904,1.1264462672553177,0
43,1425949.2924675266,973783.9422189776,57734.588493705975,2840.153907652413,19711.17440393798,0.0,0.0,360974.9315365945,305281.6015469565,0.2708019762103879,0.032632452896353914,1
29,183978.42960392017,2306803.0288298186,78287.90510858633,43425.51209903005,58464.44988789978,0.0,0.0,92614.31642435078,2089339.272825835,0.8351988646544856,0.06896771350932117,1
32,1225232.402797687,0.0,121108.37750560186,26374.530181265643,651714.1555751404,0.0,0.0,271796.82661528734,301530.3973845142,0.4176589289577414,0.5822011854582683,0
21,67484.0070154716,0.0,84819.83727872749,3299.117148128226,680039.3529632173,0.0,0.0,24253.67275326078,11379.357575586197,0.2289982208586246,4.936624365278653,0
21,627846.8888125451,0.0,61126.28835218524,64802.782073258204,67691.54753095345,0.0,0.0,74868.55728884459,139840.01002465913,0.28484363269813634,0.2568672544092256,0
54,234356.08281304865,3366569.8865752406,145050.29084508115,34790.876399736866,108135.03426249129,0.0,0.0,285285.3461007546,1519478.5158292025,0.4773537537102595,0.07616870199391838,1
52,139350.27411665698,0.0,47490.78408192696,18080.079719760983,531250.1642391082,0.0,0.0,32345.212775882348,4561.430125041763,0.18010080938951678,2.912428272042578,0
45,1004511.9195839374,0.0,435618.0185876803,4404.841735539666,68510.18835607023,0.0,0.0,128531.29970099386,265998.93844529387,0.27311904878648613,0.3520390811724819,0
60,3162916.2817043634,0.0,295233.7748669816,39645.52564886878,638147.7363633465,0.0,0.0,168748.4358405721,532054.2784508681,0.20035548031972983,0.2781828542646615,0
21,67614.03691484283,0.0,122888.18227078089,18261.477000527742,519805.65291382856,0.0,0.0,49678.85091745424,53336.711426975846,0.4934529842755266,3.1660301011612426,0
36,656892.61280957,3011370.718888036,214226.99457567304,146576.15726892007,494376.019389302,0.0,0.0,211805.47713307402,1875623.1892877952,0.5180922570663133,0.2122523821522232,1
59,1475294.1292023903,247668.92222373316,49951.56830639672,44765.148771535416,666982.0978367855,0.0,0.0,156026.10652611934,566493.3034233713,0.3974952161396973,0.4190498288330315,0
25,745411.241227964,0.0,87100.7235545794,16778.19005336579,653899.8311611923,0.0,0.0,104192.65034097232,208818.78885018404,0.3685561040037359,0.8922484832843305,0
42,1970948.1796455197,0.0,31835.458657604064,37604.32893763638,747426.8054593119,0.0,0.0,169471.50299602246,1031771.9140062365,0.5887325584918807,0.4003484659884285,1
49,237622.18873667362,0.0,216839.78200947389,38771.6205130469,634936.7862036623,0.0,13946190.059995605,16710.811870054844,114182.22713343549,0.26537684364214864,1.8055266287238168,0
23,3850538.4772729673,0.0,63681.41794254131,64870.5309140735,280124.4047573543,0.0,0.0,701646.3301842624,1396535.339638804,0.5273016990876092,0.10270594712408608,1
32,583676.977856796,661635.9550619245,76818.02830248373,116242.7228242712,51494.67275094213,0.0,0.0,92665.82005084302,835252.2985507735,0.6451157190780199,0.1700220579452059,1
46,501475.8098163205,0.0,199928.16564307694,164295.7021179851,281822.1940806014,0.0,0.0,188556.84316745098,378880.171666994,0.6554656009076802,0.7462695577986482,1
36,2491551.4320121976,0.0,159592.2202133185,63273.04717607954,855290.4836112338,0.0,0.0,310178.53356836387,593114.597594895,0.33277602461934785,0.39719596259570356,1
57,995769.7312830306,0.0,38822.92992617108,39473.34999244654,1029574.339740623,0.0,27224391.463672522,103115.99110021342,627883.9081763042,0.6805905885319828,1.0314725320720664,1
42,871906.6268700195,2409075.5821773265,9148.785810603482,12740.231155527095,391097.68403669435,23992199.856141616,0.0,799343.2378155604,385094.92757733,0.3586085335255284,0.12503865506819634,1
49,1557843.127463542,0.0,17684.840427140283,25794.372046910757,355089.8169090139,0.0,0.0,111681.11167691728,364331.9829696485,0.2972623222147734,0.24889978147611216,0
34,1040527.1697689192,3085739.1099521555,41414.64621112157,33548.64201663885,836298.7185470957,0.0,0.0,197213.4772714077,330134.1639870981,0.12552218516204228,0.21690359337258683,0
48,212823.23491727764,1518316.8934007098,36426.19811855433,6869.578998343841,103287.26307380087,0.0,0.0,35623.64048634455,493084.5031445699,0.2979582660908063,0.08260820079977649,1
25,1345757.143847019,2838545.129875412,3906.369670925588,14812.857107327301,49102.29914879905,0.0,0.0,196988.16911266014,617012.4383808837,0.19367029498333074,0.016136369938293864,0
50,171908.706052783,1150153.7009320725,56574.85497686726,208193.11304719257,102747.40812820627,0.0,0.0,110687.57485539009,909526.2435519554,0.6429251617246436,0.23160329568742066,1
25,1966996.6933471332,0.0,11188.210939700633,70670.95709765819,892476.2757499394,0.0,0.0,268979.64456172555,556241.0784748856,0.40277129095244724,0.47555076303812743,1
32,5495005.064661391,0.0,24960.267634757827,32889.64884497455,71594.27595712632,0.0,0.0,1154703.318790369,2648134.747966577,0.6848436335594382,0.02331128213598251,1
36,568597.3737678716,1174436.2262200643,154873.41286775624,12811.273979481903,76366.23796234357,0.0,0.0,380900.68859147024,769780.5548674297,0.6022241212443269,0.12772725250176137,1
46,706016.9266440917,4143637.2687337846,68295.83576975332,42601.01046691503,64310.561141820755,0.0,0.0,337354.4732221794,2188196.808497744,0.5091270609667701,0.03532014298180071,1
46,57055.531650810495,2679874.7805521456,46673.38700622267,13190.15097104248,198959.84129414955,0.0,0.0,335308.7295262947,409158.50104088057,0.2661858557552775,0.09254285463759937,1
41,16594.032795883813,891205.1357572568,20510.146092253042,10728.319888298729,477462.36906109116,0.0,0.0,137067.9649356228,164869.48171695916,0.3215388968554185,0.5417251392369532,0
59,3052355.520720776,0.0,201200.8013178658,4922.355744825894,144308.27378143015,0.0,0.0,107071.36959262656,586113.8243392187,0.2127327043522868,0.10754445799781621,1
56,165218.13231040313,0.0,234018.08636246284,21221.16198387442,31648.484936155142,23277167.042201478,0.0,21908.077010468856,94180.58309508255,0.2761002407045026,0.6823213580245074,0
53,708229.5591918512,444897.46616149234,73121.88299052918,39014.09423735636,404355.40442675044,0.0,0.0,360713.13698639045,456607.891637599,0.6459687677485458,0.4082083901865197,1
50,2027181.8150234027,1089062.3873644338,254179.09203728882,8677.662625199799,282351.2959833692,0.0,0.0,404816.6509826854,1012471.2906761784,0.4194273980700003,0.16134702580024518,1
57,2641321.104010895,0.0,62509.414730205426,11184.402375841764,195687.95443044096,0.0,7183670.755391416,425148.0273563333,501910.8286188306,0.34145613982026934,0.09921922351956818,1
43,879258.1672627679,0.0,11344.026196402787,24808.282767782373,998094.4989582016,0.0,0.0,64319.4663244983,84251.52155161959,0.16229967805131984,1.1298163009548852,0
30,998980.8248982335,0.0,1718.6420126596904,33621.3309867461,190703.79883967034,0.0,0.0,187377.3731474827,156510.0408336402,0.33247623194261966,0.2185429837198948,0
25,1329246.5082989165,0.0,13739.921287365036,71833.75710718306,395623.3638856176,0.0,0.0,52911.1561226251,297182.48348081467,0.24744726958862762,0.3401115609561634,1
56,3904858.757097359,0.0,97459.89232721936,41807.95891252837,51770.874499471174,0.0,0.0,131748.47796931482,404633.9192289293,0.13263241152244393,0.047238550372492215,0
54,1107585.6132324433,3064262.825842084,38699.45396236102,48077.62188071977,161631.65544266324,0.0,17370353.463572495,685455.8129941715,512032.9599196682,0.28119131102930434,0.058330715411550944,0
51,983746.4045979375,0.0,104500.23391186747,59571.00473543801,71578.87201526714,0.0,0.0,86616.10572843502,271106.9124051169,0.3116546505309906,0.20530256417191128,0
30,17568.948598966264,1192255.3756142813,70922.80336757792,29981.28765931784,128377.29456126328,0.0,0.0,250780.992669084,588036.004501032,0.6399619840807748,0.1749265583897433,1
39,101297.31230265228,1082168.2447024684,40498.40859743725,21013.711287820173,196014.6388196995,0.0,0.0,158239.398048197,431080.20212024415,0.47335718362695417,0.20685234493187424,1
52,1032946.7027628237,400339.2621119975,24677.02253262926,80577.19163578331,57528.61745763962,4316358.719896618,0.0,115972.65106666063,206010.80473566332,0.20927841268607086,0.10580336350001451,1
21,3303162.3921778025,6814541.969653473,8451.675711673666,88106.2714664376,487434.48686809454,0.0,25664880.329901755,73357.6923222175,1515798.748847655,0.1555820907581434,0.05717420986505226,1
25,2418105.780807903,0.0,152505.56866265147,8360.73758050759,141486.78591479134,0.0,0.0,141764.2766123036,1080366.1018293363,0.473882563791734,0.11723778494473448,1
24,4860089.3802401805,3358787.9852242344,170928.13483447698,153275.04909951525,680708.183949729,0.0,0.0,573925.9556776941,2269652.0835970696,0.3328515621479704,0.11762867556315033,1
36,900509.6878349802,0.0,77968.77153426451,132907.84360208685,336862.2514901339,0.0,9147778.809743078,239599.03023517277,277057.80140926485,0.46487559311064475,0.4928424727924161,1
44,1861011.9543276802,2566118.0091126915,17090.06319307982,102349.8067509208,58296.11052512257,0.0,0.0,192059.72902195473,274634.16352223494,0.10264744785616647,0.039092315281673555,0
36,2202104.005163359,0.0,30588.548188329605,27466.05961471858,308142.69767255645,0.0,0.0,263531.5287320409,836636.5240840873,0.48676564544580253,0.16202276307157756,1
22,1253056.851633033,856665.4215299546,310432.56424016115,92314.50323303475,7056.636976900456,0.0,0.0,211818.5716794625,908796.0354802929,0.4460210291979026,0.16310787746307479,1
48,496347.781145341,0.0,25610.69145098352,49450.942692193625,494105.9235299263,0.0,0.0,72328.82061679605,171261.7868728121,0.4262971079493077,0.9960748744590483,0
52,761805.1007266098,0.0,5848.201936891142,11495.490754040822,1097496.529771968,0.0,10946470.53767713,80529.26618035074,286301.4343013071,0.4708089555830446,1.4308419663091199,0
47,2341613.2722681332,0.0,79861.76398447051,74556.75493937945,339735.25530176866,18875490.37913687,0.0,303728.180986985,1352437.7635079243,0.6635193056514314,0.19797567402535401,1
40,425523.24127658014,530795.5022984799,30369.487249544585,26051.794841235926,783116.0299953034,0.0,0.0,117735.78570351982,657871.1117230105,0.7658491931998083,0.8289753163046975,1
44,3088377.3429634334,0.0,315672.067621065,17277.1828422427,104781.76344421277,0.0,0.0,593991.639435705,548926.1319354749,0.33405680694448026,0.12794185939648559,1
32,313335.9493326114,0.0,85512.01283612175,105306.61614265056,165280.1816808813,0.0,0.0,105491.01811902056,107116.62316739003,0.42171038154237556,0.706327225124374,0
55,1661234.2682068322,5236607.267808019,337596.05670585425,99125.64224242563,165805.59037246654,0.0,0.0,650009.1103611304,1364164.261451212,0.2746139112411042,0.08214902344825878,1
53,1194917.8330866501,0.0,153980.285282924,99892.43044786708,35645.01699399589,0.0,4108773.1109818653,405473.05642093107,662855.1441810738,0.7373926231651577,0.19983394640940744,1
53,1661632.089375416,0.0,128404.39771298622,98135.7746964916,477542.91767537047,0.0,0.0,154326.23086990713,626523.1528770709,0.4135475274174996,0.3728911452857229,1
63,690111.8391247098,0.0,177410.37530544173,40397.5061758342,204998.54006166558,0.0,0.0,125930.30390997106,73671.92412176575,0.2198454374942711,0.4656864987735296,0
57,3237263.6201159665,0.0,92857.97689182898,47975.614563575145,202255.15739036657,0.0,0.0,341281.9158881417,1157415.4772522293,0.44365122008789387,0.1015626921889219,1
32,1201147.5881917477,2291453.5239846124,1118.3597133040964,148664.8537573811,331209.9771250455,0.0,0.0,577148.5066967442,551781.804154204,0.30994258155550886,0.13205444992569132,1
23,408111.491676572,0.0,49834.51349337826,6925.251769395698,56255.92998952871,0.0,0.0,73528.37396239299,308779.5625085084,0.8223935301881928,0.2431112925438533,1
21,1220842.7510639788,1234153.8999657237,24720.328919083197,82062.2691244986,498465.9451157355,0.0,0.0,115021.41790985577,414785.4425426139,0.2068119857837633,0.23626091401800137,0
53,405618.5674653886,0.0,56971.37799159846,37355.64831290017,136651.18963918302,0.0,0.0,53544.152427253895,170673.0126182431,0.44848223358173034,0.4620057798613487,1
60,417143.3825321452,412052.3339252276,63591.56483733442,191770.52708536896,24897.420466807613,0.0,0.0,173912.34060751277,265276.5637639394,0.40494706324633106,0.2584087743550887,1
30,612188.0402960025,968739.2491631805,13677.214315832774,50974.86537230503,63336.78653636263,9623254.850209825,0.0,296449.6449980401,343001.9482783945,0.38858727611570554,0.07777734143171601,1
63,2296146.5629739794,9367764.676689716,2371.043269825003,8869.33902255673,87447.78019832214,0.0,0.0,465643.2636718867,1149720.8514088097,0.13835914333512628,0.008452837036589375,0
64,832491.7282521004,0.0,14873.239419035033,84502.84597825314,58784.543523722474,23093329.298279032,0.0,130437.67500003593,730910.8377682762,0.924323789091187,0.16972413563409353,1
49,1363206.361011727,0.0,194790.20554666966,55839.561077690545,83210.9952183187,0.0,18353610.919257134,167347.11709459635,489931.75020800286,0.40727707650732187,0.20686149557835581,1
33,597032.8075973152,0.0,140998.9670077157,8062.915000950004,1645533.6033081356,20947882.967305694,13657684.382106176,27777.559381875886,385729.551007821,0.5542279846276466,2.405315444543771,0
32,367187.06001332187,1260227.5733954334,160391.77011647174,451.6417452118549,231479.77221184372,0.0,0.0,266496.7762025726,335144.6012789445,0.3364397227978404,0.21938834035881877,1
51,3711753.7952348534,0.0,32338.74836684686,39224.4648876392,277090.09431043675,0.0,0.0,710323.6096891324,350948.50296892674,0.2805135889387792,0.09215543255485902,0
22,1110341.003617525,1291763.72364046,26931.73280988644,13819.906206588528,54466.17364105003,0.0,0.0,290118.330843332,1502922.089229703,0.7339930872867766,0.038978048400238476,1
55,3260836.217306782,0.0,3808.8659899036147,100961.17540354583,13505.692532935158,7748200.906913019,0.0,204740.69216745833,901611.2277527024,0.3287228232171761,0.03514246459406011,1
43,272902.7165816292,0.0,63916.75737151382,14446.138194750449,111471.60285223683,0.0,0.0,31453.231317706675,87387.80165840912,0.3383214597295124,0.5404285287967399,1
37,190645.99686691235,0.0,48192.862377919584,54362.27998202975,440661.7112300521,0.0,15148593.980288345,41661.423007177866,136058.80551041604,0.6061355111058211,1.8527042641039324,0
46,2324055.5080385758,0.0,180719.4581944645,21165.93500572598,245464.73846619492,0.0,0.0,202739.75513123904,28109.052018086077,0.0913911784891461,0.17710230446986808,0
28,1370765.6259494126,1750711.2580682402,114528.7500285504,21563.6171715147,3252.5349084298837,0.0,0.0,579478.530625649,944181.4333278259,0.46772896559449884,0.042775716673003825,1
49,247807.02321736014,0.0,15581.899468968662,10033.330390549785,466441.3802238819,0.0,0.0,14231.846312286412,55611.4218723444,0.2554401185658958,1.7996150822806884,0
46,376600.80828963616,0.0,435481.15809260367,34930.27491889066,32944.33885064014,0.0,0.0,52828.21188491453,410215.4247794194,0.5466781557665312,0.5942714320367763,1
30,1935315.7710184357,0.0,147246.56532691026,43288.40084149884,174149.67745639847,0.0,23849101.063328546,154938.67742310153,936055.7446176367,0.5132034388646779,0.17154754362474847,1
46,725874.8513570032,617057.5614142509,127381.43060966083,43495.85036577908,2264852.4511475065,0.0,0.0,10597.186019106617,459515.5092471898,0.31054919694269273,1.6090054999509187,0
54,1332362.2390165702,0.0,24413.174894535074,97109.40848789626,38816.39105505676,0.0,13671753.519780103,240750.78211551395,227836.12770740173,0.322299662465735,0.1102830579728186,1
61,459890.2990627506,0.0,235552.81750725038,52827.56249728285,506262.6077063139,0.0,0.0,106713.08900091161,303328.82814643614,0.5479853489289646,1.0619712197331386,0
27,576025.8792820037,1424807.829145317,64230.34644443172,67399.440486157,481645.781952745,0.0,0.0,175678.6705930683,453037.06866026856,0.2948305777760742,0.2875900490809356,0
24,5614910.61720215,0.0,35333.189938217925,19537.31290404135,176658.30289992178,0.0,0.0,1000356.5934415581,1719749.295144409,0.47975492373323536,0.0408355737204885,1
31,341411.87044804974,0.0,106372.86249271008,27295.49984943022,1333558.688468952,0.0,0.0,104037.0332787723,70215.90815286682,0.36678557140267926,3.088370892266046,0
49,847372.834742911,0.0,23794.246833222252,923.0992723954876,110437.06730298368,0.0,0.0,49747.23012695073,184324.56136477552,0.26840288794570616,0.1549773881179473,0
56,2232578.071699622,624015.1392951084,238125.64077863915,4120.698388297422,113843.70453694346,0.0,0.0,226348.7461807756,636288.176277553,0.278374091372118,0.1149107344956173,0
45,328098.33647467295,332483.3176072188,192650.5206186648,24316.377926602385,49602.03767741943,0.0,0.0,81481.1531803007,109127.11610095963,0.2172051352662968,0.30376510981590427,1
41,643810.6734783257,3330284.514285914,62532.28811885995,11769.267272827994,138493.7061227477,0.0,0.0,921728.0257953284,1391841.6763226069,0.5714778657875628,0.05256283473484775,1
56,1145698.899433564,568509.6254422282,21153.299251219152,83821.47757305876,105469.5309217695,0.0,0.0,232897.11348011522,337117.3360448399,0.3133351848915271,0.11568058692535016,1
